2025-02-18 21:28:53	7d011198-d045-4c53-af01-5400e114cd28	/	GET
2025-02-18 21:28:53	8f5ffabf-fdc1-44b9-b739-c350d7ba5c1d	/css/style.css	GET
2025-02-18 21:28:53	6c6cf850-7cac-4dea-8f6f-c9b17a1abb92	/favicon.ico	GET
2025-02-18 21:30:41	46f9ae4f-aa4b-41b3-8e71-1d344e3c391c	/	GET
2025-02-18 21:30:41	86508d9d-8d0c-4bf0-bed6-ad64aa572033	/css/style.css	GET
2025-02-18 21:30:58	5b0c1626-5bfc-4f9b-9d7f-fa7eb5cc5b4d	/new-page.html	GET
2025-02-18 21:30:58	eca7172c-48fe-4a5d-83be-6fe304008766	/css/style.css	GET
2025-02-18 21:30:58	17162dbc-8850-4b15-9de3-87128545a8df	/img/img1.jpg	GET
2025-02-18 21:31:09	f44f4d9f-e453-47b8-b6cb-6fe3990bef44	/new-page.html	GET
2025-02-18 21:31:22	7fc873a5-12b3-4152-b307-87e012f055af	/new-page.html	GET
2025-02-18 21:31:22	411da43d-b48b-47af-864e-446312ffff1c	/css/style.css	GET
2025-02-18 21:31:22	38e58bc1-2805-4cb1-89b2-2c782411c045	/img/img1.jpg	GET
2025-02-19 14:37:10	21e22f82-79c1-4f2b-9b0c-7be763c32d43	GET	undefined	/
2025-02-19 14:37:10	3e64ef32-64c6-4f18-94f7-35ad8d4e9d1d	GET	undefined	/css/style.css
2025-02-19 14:39:37	5f8c08d8-290c-4278-ba13-db024093414f	GET	undefined	/
2025-02-19 14:39:37	5e72780a-2bd1-4dd3-a0f7-c28235791cd2	GET	undefined	/css/style.css
2025-02-19 14:42:58	aad4adfb-3a17-476f-8f16-1149476b6783	OPTIONS	https://www.google.com	/
2025-02-19 14:42:58	b1337533-f7d6-46b1-9bbe-89c306b967f9	GET	https://www.google.com	/
2025-02-19 14:48:12	2e1ba40a-32e3-4d72-9be0-03142088fbf0	OPTIONS	https://www.google.com	/
2025-02-19 14:48:12	52451097-1e53-4249-858f-c8084bd746bb	GET	https://www.google.com	/
2025-02-19 14:53:18	65d9f2b0-8647-4a3f-bbb8-9b0114239dfe	OPTIONS	https://www.google.com	/
2025-02-19 14:53:18	6a50d557-4c4f-41af-9108-8bc7d1dda529	GET	https://www.google.com	/
2025-02-19 14:54:14	93ca6114-8417-44b5-ab4b-c82bc7695361	OPTIONS	https://www.google.com	/
2025-02-19 14:54:14	593d28bc-d18c-4767-aae3-4e3a89a5f0f7	GET	https://www.google.com	/
2025-02-19 14:54:42	6b9e36e3-bca6-40a1-bf92-e3d393789720	OPTIONS	https://www.google.com	/
2025-02-19 14:54:42	28f8a397-4e90-43c3-aeeb-37bfc51d98e1	GET	https://www.google.com	/
2025-02-19 14:55:33	f0ebcf50-2f86-4cd9-82e2-c5f904a3b355	OPTIONS	https://www.google.com	/
2025-02-19 14:55:33	a30e2e0c-0e15-4352-8c07-930c2f4728ce	GET	https://www.google.com	/
2025-02-19 14:55:47	598ceee4-8ec8-46f8-a433-dccf2bc4c4b2	GET	undefined	/
2025-02-19 14:55:47	786ff6c6-0131-4d60-b9e8-abb32d54aec5	GET	undefined	/css/style.css
2025-02-19 14:56:52	cbab96c6-1a1c-4cbb-87d9-2738f615e6af	OPTIONS	https://www.google.com	/
2025-02-19 14:56:52	9ae3c8db-fc92-4530-b3a6-5544d3ad1081	GET	https://www.google.com	/
2025-02-19 14:57:18	382262ca-97b4-40cf-98ca-7411748690c5	GET	undefined	/
2025-02-19 14:57:18	c2e72b85-a4ec-4f41-889a-6f0d4845db25	GET	undefined	/css/style.css
2025-02-19 15:19:52	283999c3-c9c2-469b-b89b-3d9f86403e76	GET	undefined	/
2025-02-19 15:19:52	8016686a-4ee6-4b2c-8701-408758aa0949	GET	undefined	/css/style.css
2025-02-19 15:19:58	3669ee12-34d8-4462-a737-eb3c6370e229	OPTIONS	https://www.google.com	/
2025-02-19 15:19:58	c484cadc-c5d0-4d51-a345-38c544e93b82	GET	https://www.google.com	/
2025-02-19 15:20:02	cf1cd29b-798f-4a0e-b779-5d1a70be7e31	GET	undefined	/
2025-02-19 15:20:02	09084de7-82dd-4c84-80db-95e04e39348f	GET	undefined	/css/style.css
2025-02-19 15:21:45	c0176894-5bae-425d-b6d0-d12792f13fd0	OPTIONS	https://www.google.com	/
2025-02-19 15:21:45	44bcb519-4338-46ab-9603-cd77b00e41e1	GET	https://www.google.com	/
20250219	18:56:00	e7d72f53-6070-4bc5-9010-31e0f85af0ff	POST	undefined	/register
20250219	18:56:47	4e6f02df-0cb2-4ddc-a742-134ced0cf91e	POST	undefined	/register
20250219	19:06:06	721f1459-d86c-4e8f-9092-9b55cf52b7ee	GET	undefined	/auth
20250219	19:06:22	6b367f4a-eca3-4e1c-91c4-45b17bed2a99	GET	undefined	/auth
20250219	19:06:45	8c42eec9-fd66-43c8-955b-c1bedca82798	GET	undefined	/auth
20250219	19:08:54	611351aa-43f3-46c5-8a50-270a973e0932	GET	undefined	/auth
20250219	19:09:33	e5d16d31-0a98-41f8-8ca1-9c9ddb237cb4	POST	undefined	/auth
20250219	19:09:52	64b27d6d-7e94-4150-a02d-343e4196c2ed	POST	undefined	/auth
20250219	19:10:05	c6e12a24-1715-4c82-8f62-d5bee7b6c34f	POST	undefined	/register
20250219	20:14:50	50ffe405-84bb-4b7c-9fd4-1cb03c8de771	POST	undefined	/auth
20250219	20:15:10	8465fe68-7dce-44f6-83f3-a4cb7b6c437e	POST	undefined	/auth
20250219	20:15:40	218d7e64-66f3-43b5-a1d1-ebc2a9430a13	POST	undefined	/auth
20250219	20:15:57	61633595-a3ce-4b54-8ef3-4affcb8e8414	GET	undefined	/employees
20250219	20:16:13	137cb562-0a08-406e-9dc5-8a42bc5cfa0b	GET	undefined	/employees
20250219	20:17:54	d3e35b95-b6b9-48db-b825-4749114837c5	GET	undefined	/employees
20250219	20:18:10	237bcc76-168e-4e62-b0f2-49a0d274b5a0	POST	undefined	/auth
20250219	20:18:18	2558a573-282a-472a-a9a1-e8e14565d0c9	GET	undefined	/employees
20250219	20:38:34	56aacf33-7aca-46a0-a563-7acfa2ae4a48	POST	undefined	/auth
20250219	20:39:02	dbb488ac-2beb-4b73-8e37-d11352b1bf28	GET	undefined	/refresh
20250219	20:39:40	eef75939-7d15-4525-9d95-c0ba40baf66f	GET	undefined	/refresh
20250219	20:48:10	dc32afec-07a7-4c69-a136-d4aed2626c05	POST	undefined	/auth
20250219	20:48:15	b700eb70-6e4c-4892-8663-7bfc19c59efc	GET	undefined	/refresh
20250219	20:48:40	e314c61c-3041-40cd-9ef7-c44b3029d389	GET	undefined	/refresh
20250219	20:48:43	dd92db52-1d3e-43f7-b5b6-ec66ffba858e	POST	undefined	/auth
20250219	20:48:47	2c325bd2-78bf-4d45-b3ed-356db69849d4	GET	undefined	/refresh
20250219	20:49:05	4f401ee6-dab9-4e5e-a4aa-ac40004216dd	POST	undefined	/auth
20250219	20:49:36	053112e7-0e65-48bf-a6f0-6fa9b9888ea1	GET	undefined	/refresh
20250219	20:49:46	833a554a-ea25-4990-92b5-e2b0fdc4f663	POST	undefined	/auth
20250219	20:49:50	b7930d6c-f162-4a1b-9b8c-6c6f0f706778	POST	undefined	/register
20250219	20:49:59	b00320ca-349f-4ff4-97e9-afed2301be8e	GET	undefined	/employees
20250219	20:50:02	c6f26aef-6750-401f-b889-0a6c61e9dec8	POST	undefined	/auth
20250219	20:50:05	f4ceae9e-0298-47a2-80df-2d1b04852f9d	GET	undefined	/employees
20250219	20:50:33	a3cf225d-aa41-4fea-8cdb-ea4f953be70b	POST	undefined	/auth
20250219	20:50:37	da237509-4588-4f4d-8361-258c54ca5521	GET	undefined	/employees
20250219	20:50:52	fc2fa68b-7910-4acb-b551-88dd9cbbb90a	GET	undefined	/employees
20250219	20:51:17	16bceda4-88c6-4b85-abb2-ba0b4988700b	GET	undefined	/refresh
20250219	20:52:04	1c469a87-3b3d-4af3-9e95-c2f445037e7d	POST	undefined	/auth
20250219	20:52:07	44f1811c-9474-4529-8ca1-8afcae8797c1	GET	undefined	/refresh
20250219	20:52:17	5b645a4c-1d7b-4cd1-8c33-bf65640265e6	GET	undefined	/refresh
20250219	20:52:59	1807abf6-af1c-4068-990c-07651b3b1a19	GET	undefined	/refresh
20250219	20:53:55	b9084b0b-8c6d-4a2b-b0c0-7380f23a0d02	POST	undefined	/refresh
20250219	20:55:08	c4a5de8f-0c33-4043-b9d6-7a475f7d0452	POST	undefined	/auth
20250219	20:55:55	354f5775-bc20-44ee-92d6-f9a7f29a8188	GET	undefined	/refresh
20250219	20:56:10	3af7d708-f70a-41a5-814e-e3204596e5c0	GET	undefined	/refresh
20250219	21:07:46	2817d3d0-98d7-4c34-b8f7-a649cbda80bb	POST	undefined	/auth
20250219	21:07:55	4f4a3880-9bfa-4228-9846-e8103481f6f4	GET	undefined	/employees
20250219	21:08:00	6258c5e8-f4c9-43d0-99fa-f3e8ef02d166	GET	undefined	/refresh
20250219	21:08:03	335b9ba4-b156-4520-a003-7c8190cd7f76	GET	undefined	/logout
20250219	21:08:55	4f812aa1-4272-4ea8-86ae-ec432c1e85d3	POST	undefined	/register
20250219	21:09:09	0d913022-599b-48ea-b0bc-f837b1faa71a	POST	undefined	/register
20250219	21:09:14	70c4a71a-bb14-439b-a41c-6d59d7235d1c	POST	undefined	/auth
20250219	21:09:56	0a2c0b62-54cb-4388-b785-bd5cf5eb5b25	POST	undefined	/auth
20250219	21:10:10	e4ff8190-1e71-47f9-9fdb-1416164f46f4	POST	undefined	/auth
20250219	21:10:18	62299459-4087-448e-b3ed-2ca9466196b8	GET	undefined	/employees
20250219	21:10:27	b2c8ead8-9f61-437b-b7a6-be2549810eed	GET	undefined	/refresh
20250219	21:10:37	d17ef424-5035-4b21-83c4-c556e28daa48	GET	undefined	/refresh
20250219	21:10:44	02ba3560-ebd9-4a96-b615-7532ad66afda	GET	undefined	/logout
20250219	21:10:55	7dfb1696-2c6e-4253-a124-3b4b7c938aea	GET	undefined	/refresh
20250219	21:10:59	23522692-cde7-4414-9014-23ed6539cef1	POST	undefined	/auth
20250219	21:11:01	e5c1286c-c8c6-4d17-91a5-9dd8df66ac10	GET	undefined	/refresh
20250219	21:11:05	aa262fcd-654a-482d-8b7b-27384f32e174	GET	undefined	/logout
20250219	21:11:13	15351d97-4213-4798-928f-57493a40a03b	GET	undefined	/logout
20250219	21:11:27	57bfb84c-1a0b-48df-8be4-9bf5a58e8607	POST	undefined	/auth
20250219	21:11:30	bdd75254-95c6-4333-9d67-8c039b1df689	GET	undefined	/logout
20250219	21:11:38	879f2de1-2812-44af-ab56-fae2e42347a5	GET	undefined	/refresh
20250219	21:11:42	966d0067-3f99-422c-b134-110b7aaf61a0	GET	undefined	/logout
20250219	21:11:57	e5f4527a-b23b-44bb-b9dd-f2b29abc9d87	GET	undefined	/refresh
20250219	21:12:01	2fd1c8e1-f7a2-4962-87a0-45ea5972209b	POST	undefined	/auth
20250219	21:12:05	1d3c2c08-7573-45a2-ae36-54a43c60f4ec	GET	undefined	/refresh
20250219	21:12:15	1c1ae652-df25-48fe-a4f6-8a79e4fb97b7	GET	undefined	/logout
20250220	13:49:52	2d54126e-b56f-400b-8ea5-e809009017cc	POST	undefined	/auth
20250220	13:52:25	2f048c35-0f70-4135-b383-39e009f7a662	POST	undefined	/register
20250220	13:52:39	02451bb1-02fa-4649-aea2-3c8c4f35227f	POST	undefined	/auth
20250220	13:52:56	783872e1-ee59-4ba7-b319-15f9f30312f7	POST	undefined	/auth
20250220	13:53:48	678e5bd1-e703-4cb8-8b10-9a54b11957bd	POST	undefined	/auth
20250220	13:54:27	bf2ae542-f9f8-4855-9f78-98c26d37f40a	POST	undefined	/auth
20250220	13:54:40	d7ec1e5b-1a76-42b5-81a2-4f79b2034fc6	GET	undefined	/employees
20250220	13:54:49	22ddc753-f973-42e7-9599-05ad6fb5097d	GET	undefined	/refresh
